train_loss,val_loss,val_macro_f1
0.7188103682994843,0.45629897272708464,0.6881497614735805
0.4311684516157423,0.3901746452082785,0.724424877716048
0.33526583668163845,0.37047383812617285,0.7372277698532896
0.2664803974841322,0.36681030318140984,0.741975503702808
0.20516188293269702,0.3673290255270442,0.7441560894683794
0.16015793702644962,0.3992438256664544,0.7361323584119677
0.12162631096690893,0.4186761965024836,0.7391929140923881
0.0914858856094735,0.45894872594852837,0.7502664264453642
0.0781665072276124,0.4703948799596757,0.7385636334321899
0.06571228118081178,0.4721062628134173,0.7359531583083108
0.054870752727878946,0.5041093086557729,0.7330719635760677
0.049842073671253664,0.512699976867559,0.7387331070601753
0.0418650304019185,0.5417753143654186,0.730925163440991
0.03782694292041872,0.5527004938648672,0.73218038793015
0.030708416038724994,0.5234958874631901,0.735340940490548
0.028144238013774157,0.5389862733379919,0.7384607162113055
0.023318558742491793,0.549664821171639,0.7373132910424929
0.023231119919618192,0.557021257828693,0.7369254666647529
