train_loss,val_loss,val_macro_f1
1.1608110315389069,0.8235805169894145,0.6839997483492353
0.8075773892182004,0.7311889772231762,0.7211754679611491
0.6850159019997922,0.7027082559389946,0.7413891536488991
0.5815580415043855,0.700664287729141,0.7467565003201405
0.4839275131112199,0.7182113734193337,0.7518613783469186
0.4028651454129225,0.7591223100439096,0.7444867037867962
0.31870919014961674,0.810977751818987,0.7453812064507376
0.24382325322163748,0.8826876847025675,0.7449468525918429
0.20994836846151052,0.9043158414272162,0.7405939802139129
0.17564366551015556,0.9689666570761265,0.7333608898065604
0.14402324322773896,1.0545031001743599,0.7334765640515322
0.13274402058788679,1.009048396979387,0.7448009573163961
0.11855621886580876,1.1107832482609994,0.7367436213506848
0.09969514976064064,1.1422592618335516,0.7339623639917447
0.09486204780043272,1.1681797801875151,0.7346013486251444
0.0821636266599991,1.1838913887548141,0.7339819790557929
0.07254461254245197,1.2617027565645866,0.7323316809254592
0.0709692677168731,1.2410779222846031,0.7328703292276704
0.06495212419509198,1.2599568890550963,0.7395992218876775
0.06207624378022774,1.2374537737705769,0.7397110998524636
