train_loss,val_loss,val_macro_f1
0.9916959154946463,0.5906184225970385,0.6203751062424198
0.6083238011428288,0.5037310908795619,0.6647116750518486
0.5218003700120109,0.4618665396558995,0.6940720044507078
0.47829915125880923,0.44307235924869165,0.6989699430664142
0.4369905173608235,0.41884506714283204,0.7012414743827742
0.40512211452211655,0.40256447223376257,0.7131323964953973
0.37502114542041504,0.38581779979321423,0.7140276147614668
0.3529220092637198,0.38233550478305134,0.7166782978248771
0.32538074999196187,0.3763637992040235,0.7239889662709459
0.30170559782641276,0.3652397957155291,0.7330247149230492
0.2838278096062796,0.36600438566232213,0.7394884925209138
0.2629853246169431,0.36688729158925765,0.7418724936946758
0.24374243285826275,0.36230944503782964,0.7408070680276679
0.2266831010069166,0.3704696921441628,0.7406246437639128
0.20534812413368905,0.37278814933129717,0.7441411903945673
0.19248882454207966,0.37527614478401994,0.7408646316029122
0.17516008831134863,0.37946286767112963,0.7463891970889883
0.16063963918600763,0.38854354715012773,0.744854796770123
0.14762620776891708,0.3949509895197591,0.7422355004192005
0.13726139362156392,0.4021523538596776,0.7443123030007305
0.12936302446467535,0.41526392611617946,0.7501450065919464
0.11645601185091904,0.4194917040972077,0.7464601007739818
0.10705478638623442,0.4259817752683041,0.7457148232190716
0.10118517542736871,0.445616799919885,0.7431711811362716
0.09283979990546193,0.44102401753925546,0.7440381969915575
0.08714917464660747,0.4463891026620962,0.7432528077040229
0.08263883672282099,0.4651737314249788,0.7437888796448986
0.07412897781016571,0.4730431722591118,0.7402377457600402
0.07136668293603829,0.46867650678875494,0.7473733979611625
0.0640265009600137,0.47813945210405756,0.7419188157213673
0.06986526886719678,0.46475621457306704,0.7438077259468483
