train_loss,val_loss,val_macro_f1
0.7250591861009598,0.44218775538765653,0.695016723383654
0.4245189934202603,0.38096347489223187,0.7285166325259828
0.33301268913916177,0.3632911185600928,0.7431037122142077
0.26539206486940387,0.3662555671049928,0.7432146343090669
0.20070964583328793,0.3868183760846756,0.7395756745249374
0.15229880027472972,0.4021482459003372,0.7458850182530881
0.11680335247729506,0.41825839443778506,0.7450665870557875
0.09228190978722912,0.46116446614341466,0.7342339723206385
0.07881967532687953,0.4642216897930722,0.741977120575039
0.0630833775044552,0.4875353985722652,0.7376428528508643
0.0551952289757984,0.5123047137761261,0.728809901206194
0.04898456951869386,0.5140759864731749,0.7377112198202411
0.038347045859854136,0.5159525882870871,0.7350688690240561
0.03389247834130323,0.5348385129485052,0.7368673241845305
0.029375520391522775,0.552394470931696,0.7352322073628392
0.02548648084796566,0.568660883651096,0.737092250408405
