train_loss,val_loss,val_macro_f1
1.0467817089245068,0.7304697099404457,0.7228957964484697
0.7210588890743133,0.6701665377005552,0.7506569154650178
0.5767338753589322,0.6718401678861716,0.7523307232985355
0.4523603248297402,0.7089778715219253,0.7495265064746484
0.34379166874143946,0.7599396291833658,0.7540332083888888
0.2680983406929706,0.8012217511733373,0.744069956723883
0.20240206750717904,0.8769496083641664,0.7433815877920328
0.16843279668041397,0.9465861285344148,0.7462290634783333
0.14921775981807808,0.9630179399863268,0.7395566366532902
0.12402277156754916,1.0328781520517973,0.7424030966713532
0.11886424440315956,1.0519088816566344,0.7449528958861507
0.10747524983115532,1.0757884726310387,0.7396142660479874
0.09153458502641604,1.073472783084099,0.7401864673534291
0.08902985496077792,1.123262353738149,0.7323958021203054
0.08352844326057804,1.0984076522099666,0.7424378883795923
0.07504305084131821,1.1296650011187945,0.7393331066914193
0.07037482019735304,1.1958931615146307,0.7361475815707239
0.06702867136128872,1.2269488377830922,0.7418599001032088
0.06340412724632076,1.2037016940422547,0.7480201389886039
0.06511540491966493,1.2272823004672924,0.7406877840617667
